AC,YR,GDP,FSV,OWC,DWS,SAN,ANM,OBE,PoU
5304.0,2011.0,10345.0,3.0,5.7,87.0,71.0,26.2,5.5,10.3
5304.0,2012.0,10834.0,4.0,5.9,87.0,73.0,26.0,5.8,9.3
5304.0,2013.0,11242.0,5.0,6.0,88.0,74.0,25.7,6.1,9.1
5304.0,2014.0,11631.0,10.0,6.1,88.0,76.0,25.5,6.4,8.0
5304.0,2015.0,12063.0,10.0,6.1,89.0,77.0,25.3,6.8,8.0
5304.0,2016.0,12528.0,13.0,6.1,90.0,79.0,25.1,7.1,6.8
5304.0,2017.0,13072.0,14.0,6.0,90.0,80.0,24.9,7.5,6.2
5304.0,2018.0,13629.0,17.0,5.8,91.0,82.0,24.6,7.9,6.0
5304.0,2019.0,14130.0,14.0,5.6,91.0,83.0,24.3,8.4,5.8
5304.0,2020.0,13490.0,14.0,5.3,92.0,85.0,24.1,8.8,5.9
5304.0,2021.0,13856.0,12.0,5.1,92.0,86.0,24.0,9.3,5.6
5304.0,2022.0,14529.0,14.0,4.8,93.0,87.0,24.0,9.7,5.4
5304.0,2023.0,14981.0,7.0,4.6,93.0,88.0,24.2,10.2,5.5
5305.0,2000.0,20297.0,110.0,7.2,86.0,80.0,31.4,22.6,19.3
5305.0,2001.0,19762.0,187.0,7.6,86.0,80.0,31.0,23.2,19.4
5305.0,2002.0,19697.0,221.0,8.0,86.0,80.0,30.7,23.8,19.4
5305.0,2003.0,19932.0,228.0,8.4,87.0,81.0,30.5,24.4,19.8
5305.0,2004.0,21701.0,193.0,8.8,87.0,82.0,30.4,25.0,16.3
5305.0,2005.0,22720.0,63.0,9.0,87.0,82.0,30.2,25.5,13.5
5305.0,2006.0,23763.0,75.0,9.3,88.0,83.0,29.9,26.1,10.7
5305.0,2007.0,24460.0,89.0,9.4,88.0,84.0,29.6,26.6,8.7
5305.0,2008.0,24956.0,92.0,9.5,89.0,85.0,29.2,27.1,7.8
5305.0,2009.0,24106.0,73.0,9.5,89.0,85.0,28.9,27.6,6.8
5305.0,2010.0,25362.0,62.0,9.4,90.0,86.0,28.5,28.1,6.2
5305.0,2011.0,26969.0,51.0,9.3,90.0,87.0,28.2,28.5,7.6
5305.0,2012.0,27443.0,35.0,9.1,90.0,88.0,28.0,28.9,7.6
5305.0,2013.0,27884.0,28.0,8.8,91.0,89.0,27.8,29.3,7.9
5305.0,2014.0,28329.0,43.0,8.5,91.0,90.0,27.6,29.7,8.4
5305.0,2015.0,28856.0,60.0,8.1,92.0,91.0,27.6,30.0,9.3
5305.0,2016.0,29273.0,61.0,7.8,92.0,91.0,27.6,30.3,10.5
5305.0,2017.0,29666.0,72.0,7.5,92.0,92.0,27.6,30.6,10.2
5305.0,2018.0,30261.0,60.0,7.2,93.0,92.0,27.6,30.7,10.6
5305.0,2019.0,30402.0,43.0,6.9,93.0,93.0,27.7,30.9,10.7
5305.0,2020.0,28758.0,24.0,6.7,93.0,93.0,27.8,31.0,11.1
5305.0,2021.0,30882.0,12.0,6.5,94.0,93.0,28.0,31.1,11.5
5305.0,2022.0,32326.0,15.0,6.3,94.0,94.0,28.3,31.3,11.6
5305.0,2023.0,35198.0,25.0,6.2,94.0,94.0,28.7,31.4,12.1
5306.0,2000.0,3597.0,37.0,3.1,82.0,24.0,45.2,3.0,16.1
5306.0,2001.0,3688.0,28.0,3.0,82.0,26.0,45.1,3.2,17.8
5306.0,2002.0,3787.0,22.0,3.0,83.0,28.0,45.0,3.4,19.7
5306.0,2003.0,3998.0,37.0,3.0,83.0,30.0,45.0,3.6,19.4
5306.0,2004.0,4209.0,43.0,3.0,84.0,33.0,45.0,3.9,20.4
5306.0,2005.0,4432.0,38.0,2.9,84.0,35.0,45.1,4.1,19.9
5306.0,2006.0,4683.0,22.0,2.9,85.0,38.0,45.1,4.4,17.5
5306.0,2007.0,4954.0,16.0,2.9,86.0,40.0,45.1,4.6,15.3
5306.0,2008.0,5030.0,31.0,2.9,86.0,42.0,45.1,4.9,14.5
5306.0,2009.0,5252.0,39.0,2.8,87.0,45.0,45.1,5.2,14.8
5306.0,2010.0,5549.0,32.0,2.8,87.0,47.0,45.1,5.5,14.9
5306.0,2011.0,5741.0,19.0,2.8,88.0,50.0,45.2,5.8,13.8
5306.0,2012.0,5907.0,14.0,2.8,88.0,52.0,45.4,6.1,14.1
5306.0,2013.0,6140.0,16.0,2.8,89.0,54.0,45.6,6.4,12.1
5306.0,2014.0,6460.0,16.0,2.8,90.0,57.0,45.8,6.8,11.9
5306.0,2015.0,6772.0,18.0,2.8,90.0,60.0,46.1,7.2,13.5
5306.0,2016.0,7194.0,37.0,2.7,91.0,62.0,46.4,7.6,11.4
5306.0,2017.0,7538.0,37.0,2.8,91.0,65.0,46.6,8.0,10.1
5306.0,2018.0,7845.0,39.0,2.8,92.0,67.0,46.9,8.4,10.5
5306.0,2019.0,8030.0,36.0,2.8,92.0,70.0,47.1,8.8,10.6
5306.0,2020.0,7654.0,34.0,2.9,93.0,72.0,47.4,9.2,13.1
5306.0,2021.0,8193.0,14.0,2.9,94.0,74.0,47.7,9.7,13.5
5306.0,2022.0,8642.0,16.0,3.0,94.0,77.0,48.2,10.2,13.1
5306.0,2023.0,9187.0,8.0,3.2,95.0,79.0,48.7,10.6,11.8
5307.0,2000.0,14198.0,6.0,5.1,81.0,60.0,23.0,2.5,12.4
5307.0,2001.0,14296.0,17.0,5.1,82.0,61.0,22.5,2.6,12.1
5307.0,2002.0,14546.0,17.0,5.2,83.0,63.0,22.1,2.7,11.2
5307.0,2003.0,14882.0,15.0,5.2,84.0,65.0,21.8,2.9,10.8
5307.0,2004.0,15384.0,16.0,5.3,84.0,66.0,21.5,3.0,10.0
5307.0,2005.0,15820.0,14.0,5.4,85.0,68.0,21.2,3.2,9.3
5307.0,2006.0,16262.0,11.0,5.5,86.0,70.0,20.8,3.4,8.7
5307.0,2007.0,16766.0,15.0,5.6,87.0,71.0,20.5,3.6,7.8
5307.0,2008.0,16874.0,10.0,5.7,87.0,73.0,20.1,3.8,6.8
5307.0,2009.0,16493.0,10.0,5.9,88.0,75.0,19.7,4.0,6.1
5307.0,2010.0,17325.0,8.0,6.0,89.0,76.0,19.3,4.3,5.1
5307.0,2011.0,17658.0,11.0,6.1,89.0,78.0,19.0,4.5,4.3
5307.0,2012.0,18137.0,13.0,6.3,90.0,79.0,18.8,4.8,3.9
5307.0,2013.0,18630.0,12.0,6.4,90.0,81.0,18.6,5.1,3.9
5307.0,2014.0,18974.0,16.0,6.6,91.0,82.0,18.5,5.4,3.3
5307.0,2015.0,19407.0,18.0,6.7,92.0,84.0,18.4,5.7,3.2
5307.0,2016.0,19849.0,19.0,6.8,92.0,85.0,18.3,6.0,2.9
5307.0,2017.0,20449.0,18.0,6.9,92.0,87.0,18.3,6.4,2.6
5307.0,2018.0,20978.0,18.0,7.0,93.0,88.0,18.2,6.8,2.6
5307.0,2019.0,21338.0,15.0,7.1,93.0,90.0,18.1,7.2,0.0
5307.0,2020.0,20408.0,13.0,7.2,94.0,91.0,18.1,7.6,2.6
5307.0,2021.0,21025.0,13.0,7.3,94.0,92.0,18.2,8.0,0.0
5307.0,2022.0,21645.0,14.0,7.3,95.0,94.0,18.4,8.5,0.0
5307.0,2023.0,22155.0,19.0,7.4,95.0,95.0,18.7,9.0,0.0
5308.0,2000.0,14331.0,71.0,8.9,84.0,77.0,32.5,20.9,13.6
5308.0,2001.0,14155.0,119.0,9.3,84.0,77.0,32.0,21.5,13.3
5308.0,2002.0,14190.0,137.0,9.7,84.0,78.0,31.7,22.1,13.2
5308.0,2003.0,14460.0,140.0,10.1,84.0,78.0,31.5,22.7,13.5
5308.0,2004.0,15457.0,118.0,10.5,85.0,78.0,31.3,23.3,11.9
5308.0,2005.0,16118.0,37.0,10.7,85.0,79.0,31.0,23.9,10.3
5308.0,2006.0,16840.0,35.0,10.9,86.0,80.0,30.8,24.5,8.6
5308.0,2007.0,17391.0,46.0,11.0,86.0,81.0,30.4,25.0,7.4
5308.0,2008.0,17820.0,55.0,10.9,87.0,81.0,30.0,25.6,6.8
5308.0,2009.0,17446.0,52.0,10.9,87.0,82.0,29.6,26.1,6.3
5308.0,2010.0,18227.0,43.0,10.7,87.0,83.0,29.3,26.6,5.9
5308.0,2011.0,18923.0,32.0,10.5,88.0,83.0,29.0,27.1,6.7
5308.0,2012.0,19315.0,20.0,10.2,88.0,84.0,28.7,27.6,6.7
5308.0,2013.0,19510.0,16.0,9.9,89.0,85.0,28.5,28.1,6.8
5308.0,2014.0,19747.0,27.0,9.6,89.0,86.0,28.4,28.5,7.1
5308.0,2015.0,20106.0,37.0,9.2,89.0,87.0,28.4,28.9,7.7
5308.0,2016.0,20389.0,38.0,8.9,90.0,87.0,28.4,29.4,8.4
5308.0,2017.0,20671.0,42.0,8.5,90.0,88.0,28.5,29.7,8.3
5308.0,2018.0,21025.0,37.0,8.2,90.0,88.0,28.6,30.0,8.4
5308.0,2019.0,21136.0,26.0,7.9,91.0,89.0,28.7,30.2,8.5
5308.0,2020.0,20106.0,15.0,7.7,91.0,89.0,29.0,30.5,9.0
5308.0,2021.0,21295.0,11.0,7.5,91.0,90.0,29.3,30.7,9.6
5308.0,2022.0,22188.0,13.0,7.3,92.0,90.0,29.7,31.0,9.8
5308.0,2023.0,23155.0,15.0,7.3,92.0,91.0,30.2,31.3,11.3
5400.0,2000.0,33457.0,25.0,9.1,98.0,96.0,14.8,16.4,0.0
5400.0,2001.0,34387.0,13.0,9.3,98.0,95.0,14.6,16.7,0.0
5400.0,2002.0,34998.0,9.0,9.4,98.0,93.0,14.5,17.1,0.0
5400.0,2003.0,35776.0,17.0,9.5,98.0,94.0,14.4,17.4,0.0
5400.0,2004.0,37034.0,17.0,9.6,98.0,94.0,14.3,17.7,0.0
5400.0,2005.0,38066.0,15.0,9.6,98.0,94.0,14.3,18.0,0.0
5400.0,2006.0,39666.0,9.0,9.6,98.0,94.0,14.3,18.3,0.0
5400.0,2007.0,41266.0,9.0,9.5,98.0,94.0,14.3,18.6,0.0
5400.0,2008.0,41844.0,10.0,9.3,98.0,94.0,14.3,18.8,0.0
5400.0,2009.0,39654.0,8.0,9.1,98.0,94.0,14.3,19.0,0.0
5400.0,2010.0,40596.0,8.0,8.9,98.0,95.0,14.3,19.2,0.0
5400.0,2011.0,41581.0,8.0,8.7,98.0,95.0,14.4,19.3,0.0
5400.0,2012.0,41660.0,10.0,8.4,98.0,95.0,14.5,19.4,0.0
5400.0,2013.0,41808.0,9.0,8.2,98.0,95.0,14.7,19.5,0.0
5400.0,2014.0,42259.0,9.0,8.0,98.0,96.0,14.9,19.6,0.0
5400.0,2015.0,42716.0,10.0,7.8,98.0,96.0,15.1,19.6,0.0
5400.0,2016.0,43349.0,13.0,7.6,98.0,96.0,15.4,19.6,0.0
5400.0,2017.0,44473.0,11.0,7.4,98.0,96.0,15.7,19.7,0.0
5400.0,2018.0,45429.0,9.0,7.3,98.0,96.0,16.0,19.7,0.0
5400.0,2019.0,46289.0,5.0,7.3,98.0,96.0,16.4,19.6,0.0
5400.0,2020.0,43836.0,7.0,7.3,98.0,97.0,16.8,19.6,0.0
5400.0,2021.0,46730.0,9.0,7.3,98.0,97.0,17.4,19.6,0.0
5400.0,2022.0,47909.0,8.0,7.4,98.0,97.0,18.0,19.6,0.0
5400.0,2023.0,48561.0,9.0,7.6,98.0,97.0,18.6,19.6,0.0
5401.0,2000.0,17606.0,57.0,13.9,97.0,82.0,19.5,17.7,4.0
5401.0,2001.0,18538.0,30.0,14.2,97.0,90.0,19.3,18.0,3.3
5401.0,2002.0,19461.0,25.0,14.4,97.0,86.0,19.2,18.3,2.8
5401.0,2003.0,20788.0,26.0,14.6,97.0,86.0,19.1,18.6,2.7
5401.0,2004.0,22427.0,31.0,14.6,97.0,86.0,19.0,18.9,0.0
5401.0,2005.0,23776.0,29.0,14.5,97.0,86.0,18.9,19.2,0.0
5401.0,2006.0,25689.0,19.0,14.2,97.0,86.0,18.9,19.5,0.0
5401.0,2007.0,27752.0,13.0,13.8,97.0,87.0,18.9,19.8,0.0
5401.0,2008.0,29185.0,17.0,13.3,97.0,88.0,18.8,20.1,0.0
5401.0,2009.0,27257.0,14.0,12.7,97.0,88.0,18.8,20.3,0.0
5401.0,2010.0,28286.0,14.0,12.0,97.0,88.0,18.8,20.6,0.0
5401.0,2011.0,29519.0,14.0,11.3,97.0,89.0,18.9,20.8,0.0
5401.0,2012.0,30287.0,18.0,10.7,97.0,89.0,19.0,20.9,0.0
5401.0,2013.0,30658.0,18.0,10.1,96.0,90.0,19.2,21.1,0.0
5401.0,2014.0,30692.0,18.0,9.5,96.0,90.0,19.4,21.2,0.0
5401.0,2015.0,30445.0,11.0,9.0,96.0,91.0,19.6,21.3,0.0
5401.0,2016.0,30803.0,21.0,8.5,96.0,91.0,19.9,21.3,0.0
5401.0,2017.0,31762.0,23.0,8.2,96.0,92.0,20.2,21.3,0.0
5401.0,2018.0,32963.0,18.0,7.9,96.0,92.0,20.6,21.3,0.0
5401.0,2019.0,33979.0,22.0,7.8,96.0,92.0,21.0,21.3,0.0
5401.0,2020.0,33134.0,15.0,7.8,96.0,93.0,21.5,21.2,0.0
5401.0,2021.0,35295.0,15.0,7.9,96.0,93.0,22.0,21.2,0.0
5401.0,2022.0,35221.0,14.0,8.1,96.0,94.0,22.7,21.1,0.0
5401.0,2023.0,36748.0,17.0,8.5,96.0,94.0,23.5,21.1,0.0
5402.0,2000.0,44670.0,25.0,6.6,99.0,98.0,11.3,17.4,0.0
5402.0,2001.0,45607.0,19.0,6.6,99.0,98.0,11.1,17.9,0.0
5402.0,2002.0,46356.0,16.0,6.7,99.0,98.0,10.9,18.5,0.0
5402.0,2003.0,47468.0,15.0,6.8,99.0,98.0,10.8,19.1,0.0
5402.0,2004.0,48755.0,16.0,6.8,99.0,98.0,10.8,19.6,0.0
5402.0,2005.0,50014.0,16.0,6.9,100.0,98.0,10.8,20.1,0.0
5402.0,2006.0,51243.0,11.0,7.0,100.0,98.0,10.9,20.5,0.0
5402.0,2007.0,52594.0,11.0,7.1,100.0,98.0,11.0,20.9,0.0
5402.0,2008.0,52028.0,14.0,7.1,100.0,98.0,11.1,21.3,0.0
5402.0,2009.0,49085.0,14.0,7.2,100.0,98.0,11.2,21.6,0.0
5402.0,2010.0,49944.0,15.0,7.3,100.0,98.0,11.3,21.9,0.0
5402.0,2011.0,50371.0,23.0,7.4,100.0,98.0,11.5,22.2,0.0
5402.0,2012.0,50658.0,18.0,7.4,100.0,98.0,11.6,22.4,0.0
5402.0,2013.0,51120.0,16.0,7.5,100.0,98.0,11.8,22.6,0.0
5402.0,2014.0,52295.0,16.0,7.6,100.0,98.0,11.9,22.8,0.0
5402.0,2015.0,53803.0,25.0,7.6,100.0,98.0,12.1,23.0,0.0
5402.0,2016.0,54555.0,25.0,7.6,100.0,98.0,12.3,23.2,0.0
5402.0,2017.0,56081.0,22.0,7.7,100.0,98.0,12.5,23.4,0.0
5402.0,2018.0,56940.0,13.0,7.7,100.0,98.0,12.7,23.6,0.0
5402.0,2019.0,57631.0,9.0,7.7,100.0,98.0,13.0,23.8,0.0
5402.0,2020.0,54060.0,11.0,7.7,100.0,98.0,13.4,24.0,0.0
5402.0,2021.0,58108.0,10.0,7.8,100.0,98.0,13.8,24.2,0.0
5402.0,2022.0,59972.0,18.0,7.8,100.0,98.0,14.2,24.4,0.0
5402.0,2023.0,59230.0,20.0,7.8,100.0,98.0,14.8,24.6,0.0
5403.0,2000.0,38332.0,41.0,8.1,99.0,99.0,13.3,15.6,0.0
5403.0,2001.0,39330.0,28.0,8.3,99.0,99.0,13.1,16.0,0.0
5403.0,2002.0,39753.0,31.0,8.4,99.0,99.0,13.0,16.3,0.0
5403.0,2003.0,40058.0,28.0,8.5,99.0,99.0,12.9,16.7,0.0
5403.0,2004.0,40745.0,31.0,8.6,99.0,99.0,12.9,17.0,0.0
5403.0,2005.0,41241.0,13.0,8.7,99.0,99.0,12.9,17.4,0.0
5403.0,2006.0,42222.0,20.0,8.7,99.0,99.0,12.9,17.7,0.0
5403.0,2007.0,43035.0,19.0,8.7,99.0,99.0,12.9,17.9,0.0
5403.0,2008.0,42767.0,18.0,8.7,99.0,99.0,13.0,18.2,0.0
5403.0,2009.0,40655.0,21.0,8.7,99.0,99.0,13.0,18.3,0.0
5403.0,2010.0,40777.0,26.0,8.7,99.0,99.0,13.0,18.4,0.0
5403.0,2011.0,40486.0,14.0,8.6,99.0,99.0,13.1,18.5,0.0
5403.0,2012.0,39183.0,10.0,8.6,99.0,99.0,13.3,18.4,0.0
5403.0,2013.0,38699.0,7.0,8.6,99.0,99.0,13.4,18.4,0.0
5403.0,2014.0,39044.0,7.0,8.6,99.0,99.0,13.6,18.3,0.0
5403.0,2015.0,39948.0,31.0,8.6,99.0,99.0,13.8,18.2,0.0
5403.0,2016.0,40810.0,35.0,8.5,99.0,99.0,14.0,18.1,0.0
5403.0,2017.0,41806.0,32.0,8.6,99.0,99.0,14.3,18.0,0.0
5403.0,2018.0,42515.0,29.0,8.6,99.0,99.0,14.6,17.9,0.0
5403.0,2019.0,43224.0,15.0,8.6,99.0,100.0,15.0,17.7,0.0
5403.0,2020.0,39346.0,20.0,8.6,100.0,100.0,15.4,17.6,0.0
5403.0,2021.0,42636.0,19.0,8.7,100.0,100.0,15.9,17.5,0.0
5403.0,2022.0,44973.0,17.0,8.8,100.0,100.0,16.5,17.3,0.0
5403.0,2023.0,45662.0,14.0,8.9,100.0,100.0,17.2,17.2,0.0
5404.0,2000.0,50162.0,45.0,4.8,100.0,99.0,9.3,14.5,0.0
5404.0,2001.0,50811.0,38.0,4.8,100.0,99.0,9.0,14.8,0.0
5404.0,2002.0,50797.0,38.0,4.8,100.0,99.0,8.9,15.1,0.0
5404.0,2003.0,50704.0,36.0,4.8,100.0,99.0,8.8,15.4,0.0
5404.0,2004.0,51573.0,34.0,4.9,100.0,99.0,8.8,15.7,0.0
5404.0,2005.0,52205.0,23.0,4.9,100.0,99.0,8.8,15.9,0.0
5404.0,2006.0,53829.0,23.0,4.9,100.0,99.0,8.9,16.1,0.0
5404.0,2007.0,55329.0,23.0,5.0,100.0,99.0,8.9,16.3,0.0
5404.0,2008.0,55716.0,10.0,5.0,100.0,99.0,9.0,16.4,0.0
5404.0,2009.0,53349.0,9.0,5.0,100.0,99.0,9.0,16.5,0.0
5404.0,2010.0,54782.0,9.0,5.0,100.0,99.0,9.1,16.6,0.0
5404.0,2011.0,56621.0,10.0,5.1,100.0,99.0,9.3,16.6,0.0
5404.0,2012.0,56561.0,11.0,5.1,100.0,99.0,9.5,16.6,0.0
5404.0,2013.0,56618.0,12.0,5.2,100.0,99.0,9.7,16.6,0.0
5404.0,2014.0,57296.0,12.0,5.2,100.0,99.0,10.0,16.6,0.0
5404.0,2015.0,57772.0,15.0,5.2,100.0,99.0,10.2,16.5,0.0
5404.0,2016.0,58445.0,16.0,5.2,100.0,99.0,10.6,16.5,0.0
5404.0,2017.0,59599.0,4.0,5.2,100.0,99.0,10.9,16.5,0.0
5404.0,2018.0,60320.0,4.0,5.3,100.0,99.0,11.3,16.5,0.0
5404.0,2019.0,61043.0,7.0,5.3,100.0,99.0,11.8,16.5,0.0
5404.0,2020.0,57785.0,21.0,5.3,100.0,99.0,12.3,16.4,0.0
5404.0,2021.0,60688.0,27.0,5.4,100.0,99.0,12.9,16.4,0.0
5404.0,2022.0,62125.0,24.0,5.5,100.0,99.0,13.5,16.4,0.0
5404.0,2023.0,61928.0,17.0,5.5,100.0,99.0,14.2,16.4,0.0
5501.0,2000.0,43552.0,57.0,7.0,100.0,100.0,8.3,19.8,0.0
5501.0,2001.0,43999.0,58.0,7.3,100.0,100.0,8.1,20.5,0.0
5501.0,2002.0,45224.0,50.0,7.5,100.0,100.0,7.8,21.1,0.0
5501.0,2003.0,46130.0,16.0,7.8,100.0,100.0,7.7,21.8,0.0
5501.0,2004.0,47523.0,11.0,8.1,100.0,100.0,7.6,22.4,0.0
5501.0,2005.0,48449.0,19.0,8.5,100.0,100.0,7.5,23.0,0.0
5501.0,2006.0,49137.0,24.0,8.9,100.0,100.0,7.4,23.6,0.0
5501.0,2007.0,50100.0,29.0,9.4,100.0,100.0,7.4,24.1,0.0
5501.0,2008.0,50659.0,34.0,9.9,100.0,100.0,7.3,24.6,0.0
5501.0,2009.0,50547.0,34.0,10.4,100.0,100.0,7.3,25.1,0.0
5501.0,2010.0,50857.0,32.0,11.0,100.0,100.0,7.3,25.5,0.0
5501.0,2011.0,51390.0,27.0,11.7,100.0,100.0,7.3,25.9,0.0
5501.0,2012.0,52489.0,15.0,12.4,100.0,100.0,7.4,26.3,0.0
5501.0,2013.0,53036.0,9.0,13.1,100.0,100.0,7.4,26.7,0.0
5501.0,2014.0,53682.0,9.0,13.9,100.0,100.0,7.6,27.2,0.0
5501.0,2015.0,54117.0,22.0,14.8,100.0,100.0,7.8,27.6,0.0
5501.0,2016.0,54760.0,35.0,15.7,100.0,100.0,8.0,28.0,0.0
5501.0,2017.0,55141.0,40.0,16.6,100.0,100.0,8.2,28.4,0.0
5501.0,2018.0,55901.0,45.0,17.5,100.0,100.0,8.6,28.8,0.0
5501.0,2019.0,56299.0,43.0,18.5,100.0,100.0,9.0,29.2,0.0
5501.0,2020.0,55452.0,33.0,19.4,100.0,100.0,9.5,29.6,0.0
5501.0,2021.0,56670.0,27.0,20.4,100.0,100.0,10.0,30.0,0.0
5501.0,2022.0,58381.0,9.0,21.4,100.0,100.0,10.6,30.4,0.0
5501.0,2023.0,58857.0,32.0,22.4,100.0,100.0,11.3,30.8,0.0
5504.0,2000.0,5017.0,10.0,7.2,96.0,91.0,20.0,46.7,5.6
5504.0,2001.0,5222.0,24.0,7.4,96.0,91.0,19.7,47.2,5.1
5504.0,2002.0,5461.0,23.0,7.6,96.0,91.0,19.5,47.6,5.1
5504.0,2003.0,5593.0,23.0,7.7,96.0,91.0,19.4,48.1,5.1
5504.0,2004.0,5623.0,23.0,7.9,96.0,91.0,19.3,48.5,4.5
5504.0,2005.0,5805.0,14.0,8.1,96.0,91.0,19.3,49.0,4.3
5504.0,2006.0,5814.0,17.0,8.2,96.0,92.0,19.2,49.4,4.3
5504.0,2007.0,5761.0,18.0,8.3,96.0,92.0,19.1,49.9,4.3
5504.0,2008.0,5960.0,17.0,8.3,96.0,92.0,18.9,50.4,3.8
5504.0,2009.0,5795.0,16.0,8.3,96.0,92.0,18.8,50.9,3.8
5504.0,2010.0,6004.0,18.0,8.3,96.0,92.0,18.7,51.5,3.5
5504.0,2011.0,6252.0,25.0,8.2,96.0,92.0,18.7,52.0,3.9
5504.0,2012.0,6078.0,20.0,8.2,96.0,93.0,18.7,52.6,3.8
5504.0,2013.0,6068.0,14.0,8.2,97.0,93.0,18.7,53.1,3.7
5504.0,2014.0,6109.0,15.0,8.3,97.0,93.0,18.8,53.7,3.7
5504.0,2015.0,6273.0,18.0,8.3,97.0,93.0,18.9,54.2,4.0
5504.0,2016.0,6718.0,16.0,8.3,98.0,93.0,19.1,54.7,4.0
5504.0,2017.0,6818.0,23.0,8.3,98.0,93.0,19.3,55.3,4.3
5504.0,2018.0,6757.0,33.0,8.4,98.0,93.0,19.5,55.9,4.1
5504.0,2019.0,6920.0,29.0,8.4,98.0,94.0,19.8,56.4,3.4
5504.0,2020.0,6771.0,23.0,8.4,99.0,94.0,20.2,57.0,3.2
5504.0,2021.0,6505.0,32.0,8.5,99.0,94.0,20.6,57.5,2.8
5504.0,2022.0,6535.0,46.0,8.6,99.0,94.0,21.1,58.1,2.9
5504.0,2023.0,7226.0,37.0,8.7,99.0,94.0,21.6,58.6,3.5
